type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
apartmentBuilding,45.0,2.0,3.0,3.0,2014.0,52.33338,20.97289,11.5,5.0,0.369,1.311,0.532,0.11,0.193,2.563,0.13,condominium,no,yes,yes,yes,no,718000
blockOfFlats,29.0,2.0,10.0,16.0,1970.0,52.21051,21.00987,2.4,11.0,0.322,0.509,0.329,0.053,0.387,0.476,0.422,condominium,no,yes,yes,no,yes,579000
apartmentBuilding,45.0,2.0,1.0,8.0,2018.0,52.18482,20.99216,5.27,19.0,0.734,0.068,0.638,0.337,0.055,1.122,0.315,condominium,no,yes,yes,no,no,949000
blockOfFlats,52.0,2.0,8.0,10.0,1980.0,52.22742,21.06087,3.93,23.0,0.295,0.612,0.495,0.325,0.189,0.529,0.379,condominium,no,no,yes,no,no,780000
blockOfFlats,47.0,2.0,2.0,4.0,1975.0,52.19174855,20.98988633,4.54,22.0,0.426,0.555,0.201,0.148,0.066,0.919,0.164,cooperative,no,yes,no,no,yes,836600
blockOfFlats,39.0,2.0,2.0,10.0,1980.0,52.23116,20.91373,6.12,14.0,0.369,0.086,0.331,0.235,0.155,2.201,0.223,condominium,no,no,yes,no,yes,660000
blockOfFlats,32.8,2.0,1.0,10.0,1979.0,52.1560759,21.0347233,8.67,31.0,0.305,0.299,0.163,0.164,0.064,1.256,0.11,cooperative,no,yes,yes,no,no,575000
blockOfFlats,29.0,1.0,1.0,4.0,1977.0,52.29759941,21.02702335,7.5,11.0,0.231,0.897,0.601,0.22,0.231,3.379,0.39,condominium,no,no,no,no,yes,559000
blockOfFlats,31.5,1.0,9.0,12.0,1970.0,52.29844805,21.03773121,7.78,16.0,0.214,0.973,0.478,0.132,0.261,2.901,0.301,condominium,no,yes,yes,no,yes,633500
apartmentBuilding,101.0,3.0,3.0,10.0,2010.0,52.18823,20.99363,4.88,25.0,0.376,0.396,0.279,0.307,0.035,0.797,0.312,condominium,no,yes,yes,no,no,2840000
apartmentBuilding,50.22,2.0,5.0,6.0,2014.0,52.2248965,20.94684822,3.94,34.0,0.594,0.085,0.087,0.07,0.011,0.17,0.082,condominium,no,yes,yes,no,yes,1100000
blockOfFlats,29.89,1.0,3.0,4.0,1964.0,52.20341,21.0462,4.28,18.0,0.133,0.179,0.62,0.418,0.145,2.154,0.127,condominium,no,yes,no,no,yes,600000
blockOfFlats,47.0,2.0,9.0,10.0,1979.0,52.23461,21.10658,7.02,18.0,0.139,0.583,0.495,0.105,0.218,0.69,0.369,condominium,no,no,yes,no,no,650000
apartmentBuilding,66.24,3.0,3.0,4.0,2023.0,52.24537,21.11598,7.8,6.0,0.259,0.146,0.965,0.172,0.691,0.691,0.922,condominium,no,yes,yes,yes,no,1080000
apartmentBuilding,64.0,3.0,2.0,2.0,2021.0,52.22027,21.14823,9.94,2.0,0.328,2.281,0.659,0.17,0.661,3.464,0.77,condominium,no,yes,no,yes,no,928900
blockOfFlats,32.0,1.0,6.0,10.0,1966.0,52.22679,21.06236,4.04,26.0,0.315,0.7,0.407,0.204,0.097,0.471,0.428,condominium,no,no,yes,no,yes,550000
blockOfFlats,46.2,2.0,2.0,4.0,1991.0,52.22709,21.10511,6.94,13.0,0.296,0.733,0.198,0.175,0.19,1.526,0.223,condominium,no,yes,no,no,yes,760000
blockOfFlats,49.7,3.0,4.0,4.0,1970.0,52.29617,21.04303,7.65,21.0,0.288,0.648,0.039,0.163,0.363,2.462,0.022,condominium,no,yes,no,no,yes,670000
apartmentBuilding,110.0,4.0,1.0,4.0,2009.0,52.1651942,21.0715101,8.73,22.0,0.416,1.387,0.364,0.034,0.114,2.075,0.062,condominium,no,no,yes,no,no,2790000
apartmentBuilding,52.97,3.0,3.0,7.0,2020.0,52.1726584,20.9892198,6.64,12.0,0.769,0.429,0.577,0.477,0.294,2.379,0.48,condominium,yes,yes,yes,no,no,1165000
blockOfFlats,37.0,2.0,3.0,8.0,1967.0,52.2303968,20.999868,0.29,61.0,0.044,0.095,0.129,0.247,0.075,0.642,0.169,condominium,no,no,yes,no,no,900000
blockOfFlats,30.0,2.0,9.0,10.0,1973.0,52.29834,21.03777,7.77,16.0,0.211,0.961,0.469,0.129,0.249,2.893,0.293,condominium,no,yes,yes,no,no,633000
apartmentBuilding,68.08,4.0,4.0,5.0,2024.0,52.19293925,20.94116107,6.05,0.0,0.93,1.666,0.736,0.572,0.617,2.993,0.654,condominium,yes,yes,yes,no,no,1287000
blockOfFlats,36.5,2.0,8.0,10.0,1968.0,52.29151,20.94419,7.78,12.0,0.087,0.33,0.059,0.128,0.442,1.151,0.454,condominium,no,no,yes,no,yes,529000
apartmentBuilding,36.0,2.0,1.0,4.0,2015.0,52.2426328,21.08636295,5.77,41.0,0.335,0.634,0.245,0.061,0.069,0.374,0.08,condominium,yes,yes,yes,no,no,980000
blockOfFlats,60.5,3.0,2.0,3.0,1978.0,52.16941125,21.03010146,7.16,9.0,0.351,0.972,0.518,0.127,0.62,2.628,0.399,condominium,no,yes,no,no,yes,990000
apartmentBuilding,47.0,2.0,2.0,4.0,2001.0,52.21193725,21.06030442,4.45,10.0,0.698,1.52,0.731,0.171,0.07,1.986,0.357,condominium,yes,yes,yes,no,no,780000
blockOfFlats,44.0,2.0,1.0,4.0,1933.0,52.268447,20.9860419,4.26,39.0,0.186,0.225,0.239,0.21,0.028,0.477,0.023,cooperative,no,no,no,no,yes,1315000
blockOfFlats,31.0,2.0,3.0,3.0,1950.0,52.2444124,20.9958199,1.51,47.0,0.073,0.198,0.588,0.134,0.182,0.129,0.231,condominium,no,no,no,no,no,735000
blockOfFlats,48.0,2.0,4.0,7.0,1960.0,52.2273,21.01797,1.1,101.0,0.118,0.443,0.266,0.118,0.022,0.459,0.224,condominium,no,yes,yes,no,yes,979000
apartmentBuilding,75.99,3.0,2.0,11.0,2022.0,52.1759962,21.0654319,7.49,15.0,0.373,0.848,0.339,0.303,0.113,2.971,0.201,condominium,yes,no,yes,no,no,1950000
apartmentBuilding,33.0,1.0,2.0,8.0,2017.0,52.18781,20.88244,9.59,4.0,0.354,3.634,0.937,0.705,0.146,4.977,0.482,condominium,no,no,yes,no,no,579000
apartmentBuilding,50.45,2.0,4.0,4.0,2016.0,52.196667,20.993056,3.96,10.0,0.503,0.411,0.34,0.152,0.263,0.858,0.493,condominium,no,yes,yes,no,no,1300000
blockOfFlats,38.67,2.0,4.0,6.0,1955.0,52.21414,20.97741,2.64,22.0,0.28,0.487,0.113,0.16,0.073,0.549,0.141,condominium,no,no,no,no,yes,815000
blockOfFlats,63.58,3.0,10.0,10.0,1986.0,52.13918,21.05491,10.87,25.0,0.355,0.32,0.157,0.289,0.044,1.199,0.101,condominium,no,no,yes,no,yes,960000
blockOfFlats,36.1,2.0,4.0,8.0,2002.0,52.20053,20.96903,4.19,14.0,0.25,0.53,0.724,0.252,0.147,1.596,0.219,condominium,yes,yes,yes,no,no,649000
blockOfFlats,54.9,3.0,7.0,10.0,1970.0,52.2750619,20.9399516,6.48,30.0,0.1,0.198,0.172,0.099,0.144,0.253,0.168,cooperative,no,no,yes,no,no,796000
blockOfFlats,56.0,3.0,2.0,6.0,2019.0,52.18715,21.04663,5.76,13.0,0.462,0.259,0.357,0.483,0.259,3.004,0.266,condominium,no,no,yes,no,no,999000
blockOfFlats,45.83,2.0,6.0,10.0,1980.0,52.24863,20.9148,6.33,12.0,0.53,0.483,0.715,0.197,0.196,1.764,0.312,condominium,no,no,yes,no,yes,730000
apartmentBuilding,82.16,4.0,4.0,6.0,2023.0,52.16933,20.99861,6.94,17.0,0.28,0.434,0.162,0.187,0.152,2.565,0.559,condominium,no,yes,yes,yes,no,1420000
tenement,52.0,2.0,6.0,6.0,1955.0,52.2285,20.99737,0.55,65.0,0.27,0.185,0.185,0.326,0.094,0.793,0.218,condominium,no,no,yes,yes,yes,1195000
blockOfFlats,68.0,4.0,3.0,3.0,1960.0,52.27628,20.95646,5.9,23.0,0.17,0.1,0.397,0.162,0.331,0.42,0.203,condominium,no,yes,no,no,no,1145000
tenement,49.5,2.0,4.0,4.0,1956.0,52.18797,21.02513,5.08,18.0,0.326,0.343,0.317,0.051,0.197,1.558,0.444,condominium,no,no,no,yes,yes,930000
blockOfFlats,57.83,2.0,6.0,7.0,2009.0,52.28014705,20.920652,7.8,8.0,0.292,1.235,0.502,0.325,0.343,1.322,0.03,condominium,no,yes,yes,no,no,969636
blockOfFlats,54.1,2.0,3.0,6.0,2009.0,52.2846257,20.9284067,7.8,10.0,0.28,1.177,0.278,0.286,0.154,1.11,0.556,condominium,no,no,yes,no,no,920000
blockOfFlats,72.71,4.0,8.0,12.0,1978.0,52.2766571,20.91562867,7.8,11.0,0.769,1.469,0.472,0.157,0.304,1.628,0.065,cooperative,no,yes,yes,no,yes,899000
apartmentBuilding,60.0,3.0,7.0,7.0,2019.0,52.17433,20.99022,6.45,14.0,0.739,0.231,0.64,0.312,0.166,2.181,0.282,condominium,no,yes,yes,yes,no,1200000
blockOfFlats,69.7,3.0,2.0,4.0,1975.0,52.1844754,21.0486843,6.09,13.0,0.141,0.322,0.172,0.366,0.161,3.208,0.192,cooperative,no,yes,no,no,yes,1095000
apartmentBuilding,49.31,2.0,6.0,6.0,2016.0,52.24709,20.96558,3.1,14.0,0.143,0.762,0.82,0.303,0.061,0.956,0.25,condominium,yes,yes,yes,no,no,1030579
blockOfFlats,86.0,5.0,9.0,10.0,2010.0,52.1475925,21.048323,9.84,32.0,0.276,0.464,0.457,0.183,0.006,0.445,0.018,condominium,yes,no,yes,no,no,2150000
tenement,52.2,3.0,2.0,5.0,1954.0,52.23419127,20.96777916,2.45,38.0,0.241,0.284,0.103,0.197,0.004,1.752,0.088,condominium,yes,no,yes,no,yes,865000
apartmentBuilding,55.0,3.0,1.0,7.0,2019.0,52.1858,21.05177,6.07,15.0,0.265,0.519,0.086,0.315,0.115,3.377,0.072,condominium,no,no,yes,no,no,1149000
apartmentBuilding,60.0,3.0,5.0,7.0,2020.0,52.17657,20.99252,6.18,20.0,0.569,0.083,0.77,0.279,0.038,1.89,0.048,condominium,no,yes,yes,yes,no,1159000
blockOfFlats,77.54,5.0,2.0,4.0,1979.0,52.2284076,21.08061039,5.26,28.0,0.067,0.861,0.157,0.054,0.143,0.855,0.214,condominium,no,yes,no,no,yes,995500
tenement,65.16,2.0,2.0,3.0,1940.0,52.21584,20.97545,2.6,27.0,0.125,0.475,0.251,0.111,0.197,0.604,0.344,condominium,no,yes,no,no,yes,1150000
tenement,38.0,2.0,1.0,5.0,1953.0,52.21972,20.98098,2.04,37.0,0.285,0.337,0.157,0.253,0.142,0.915,0.191,condominium,no,no,yes,yes,yes,759000
blockOfFlats,63.8,2.0,6.0,15.0,2006.0,52.2811,20.98444,5.64,3.0,0.521,1.134,0.509,0.451,0.329,1.404,0.609,condominium,no,no,yes,no,no,1300000
blockOfFlats,66.45,4.0,7.0,15.0,1977.0,52.28480905,20.9728374,6.26,20.0,0.243,0.888,0.383,0.127,0.234,1.599,0.14,cooperative,no,yes,yes,no,yes,989900
apartmentBuilding,50.9,2.0,2.0,3.0,2024.0,52.18633,21.02347,5.23,19.0,0.379,0.427,0.124,0.16,0.119,1.52,0.28,condominium,yes,no,yes,no,no,1532090
blockOfFlats,40.0,2.0,2.0,6.0,2001.0,52.2436996,21.0884324,5.93,34.0,0.299,0.527,0.324,0.176,0.126,0.544,0.171,condominium,yes,yes,yes,no,no,670000
blockOfFlats,30.35,1.0,3.0,4.0,1991.0,52.23722222,20.96055556,2.99,26.0,0.359,0.206,0.421,0.113,0.098,1.593,0.05,cooperative,no,yes,no,no,no,546300
blockOfFlats,42.71,2.0,1.0,9.0,2020.0,52.1510987,21.0364283,9.24,23.0,0.303,0.374,0.281,0.27,0.028,0.697,0.251,condominium,yes,yes,yes,no,no,999000
blockOfFlats,37.0,2.0,3.0,9.0,1960.0,52.2269259,21.0222738,1.38,67.0,0.184,0.57,0.26,0.286,0.04,0.661,0.053,condominium,yes,no,yes,no,no,900000
apartmentBuilding,76.0,3.0,5.0,13.0,2000.0,52.18587,21.02282,5.26,20.0,0.328,0.461,0.097,0.205,0.167,1.503,0.236,condominium,no,no,yes,yes,no,1530000
tenement,31.0,1.0,4.0,5.0,1932.0,52.27043,20.97917,4.61,43.0,0.341,0.251,0.296,0.133,0.079,0.904,0.056,condominium,no,no,no,no,no,699000
blockOfFlats,46.8,2.0,4.0,4.0,1971.0,52.263126,20.9619294,4.5,17.0,0.071,0.403,0.522,0.126,0.277,0.867,0.208,cooperative,yes,yes,no,no,yes,769000
blockOfFlats,47.2,2.0,1.0,10.0,1976.0,52.17121,21.02488,6.88,17.0,0.303,0.742,0.182,0.055,0.273,2.759,0.195,condominium,no,yes,yes,no,yes,749000
blockOfFlats,55.0,2.0,4.0,4.0,2002.0,52.26838,20.9364,6.13,7.0,0.46,0.792,0.673,0.253,0.395,1.017,0.246,condominium,no,no,no,yes,no,674000
blockOfFlats,47.5,3.0,9.0,10.0,1972.0,52.29932395,21.0402835,7.92,13.0,0.111,1.017,0.426,0.122,0.4,2.807,0.129,cooperative,no,yes,yes,no,yes,629000
apartmentBuilding,34.21,2.0,5.0,8.0,2018.0,52.1843877,21.0114751,5.29,11.0,0.219,0.486,0.476,0.306,0.137,1.032,0.264,condominium,no,yes,yes,no,no,1000000
blockOfFlats,60.0,3.0,2.0,11.0,1974.0,52.23895,20.98808,1.33,69.0,0.095,0.513,0.163,0.232,0.032,0.541,0.053,condominium,no,no,yes,yes,yes,1090000
tenement,81.0,4.0,2.0,2.0,1930.0,52.2440134618342,21.0793521698481,5.34,52.0,0.227,1.004,0.204,0.287,0.155,0.059,0.166,condominium,no,yes,no,no,yes,1538000
blockOfFlats,93.0,5.0,4.0,10.0,1975.0,52.172984,21.022301,6.65,15.0,0.428,0.502,0.182,0.108,0.145,2.499,0.134,cooperative,no,yes,yes,no,yes,1350000
blockOfFlats,52.0,3.0,2.0,8.0,1995.0,52.24856,21.05093,3.73,18.0,0.162,0.652,0.098,0.549,0.173,0.37,0.374,condominium,no,no,yes,yes,yes,978000
apartmentBuilding,54.0,2.0,3.0,3.0,2020.0,52.1926818,20.9102753,7.7,10.0,0.505,2.854,0.302,0.072,0.362,4.4,0.348,condominium,yes,yes,yes,no,yes,910000
blockOfFlats,53.46,3.0,2.0,3.0,1970.0,52.236094,20.93997873,4.36,19.0,0.248,0.572,0.188,0.143,0.253,1.086,0.091,condominium,no,no,no,no,no,799000
blockOfFlats,38.5,2.0,1.0,4.0,1972.0,52.2873574,21.04355717,6.76,14.0,0.102,0.334,0.169,0.102,0.262,1.784,0.169,cooperative,no,yes,no,no,yes,630000
blockOfFlats,80.9,4.0,1.0,4.0,2002.0,52.20313,20.95649,4.51,12.0,0.155,0.991,0.114,0.092,0.134,1.475,0.135,condominium,yes,yes,no,no,no,1400000
blockOfFlats,62.5,3.0,3.0,16.0,1980.0,52.2412856,21.0896467,5.96,29.0,0.179,0.411,0.358,0.079,0.145,0.591,0.172,condominium,yes,yes,yes,no,yes,948000
blockOfFlats,26.5,1.0,8.0,9.0,1966.0,52.24772825,20.9825288,2.29,26.0,0.106,0.59,0.336,0.061,0.193,0.403,0.066,condominium,no,no,yes,no,yes,540000
blockOfFlats,55.8,3.0,2.0,2.0,1968.0,52.1979332,21.03590854,4.35,13.0,0.162,0.604,0.43,0.096,0.42,1.783,0.241,condominium,no,yes,no,no,yes,850000
blockOfFlats,39.0,2.0,3.0,3.0,1962.0,52.23029,21.06557,4.23,28.0,0.157,0.486,0.375,0.256,0.11,0.215,0.319,condominium,no,yes,no,yes,no,660000
apartmentBuilding,52.0,2.0,3.0,3.0,2004.0,52.1940569,20.9072108,7.79,12.0,0.557,2.816,0.23,0.144,0.239,4.391,0.389,condominium,yes,yes,yes,no,yes,890000
blockOfFlats,38.0,2.0,18.0,19.0,1982.0,52.23945,21.08493,5.61,45.0,0.154,0.42,0.149,0.16,0.115,0.38,0.019,condominium,no,yes,yes,no,no,646000
blockOfFlats,77.54,5.0,2.0,4.0,1979.0,52.2283534813948,21.0812902488327,5.31,27.0,0.081,0.852,0.196,0.059,0.19,0.902,0.179,condominium,no,yes,no,no,yes,995500
apartmentBuilding,67.0,3.0,3.0,3.0,2006.0,52.2482058,20.921073,5.91,17.0,0.449,0.219,0.403,0.242,0.221,1.335,0.266,condominium,yes,yes,no,no,no,990000
apartmentBuilding,37.27,2.0,4.0,5.0,2019.0,52.2283488,20.9622997,2.83,11.0,0.268,0.416,0.67,0.366,0.355,1.162,0.437,condominium,no,yes,yes,no,no,860000
blockOfFlats,35.0,2.0,2.0,5.0,1962.0,52.24186,21.07234,4.82,11.0,0.22,0.883,0.602,0.299,0.44,0.518,0.167,condominium,no,yes,yes,yes,no,649000
blockOfFlats,53.5,3.0,2.0,5.0,2008.0,52.2607,20.92317,6.35,9.0,0.271,0.582,0.336,0.237,0.18,2.021,0.076,condominium,no,yes,yes,yes,no,929000
blockOfFlats,37.0,2.0,7.0,11.0,1960.0,52.19138,21.00429,4.49,28.0,0.127,0.609,0.24,0.062,0.098,0.113,0.403,condominium,no,no,yes,no,no,629000
blockOfFlats,50.0,2.0,2.0,4.0,1978.0,52.2376832,20.9657996,2.66,39.0,0.092,0.199,0.147,0.128,0.038,1.659,0.081,condominium,no,yes,no,no,no,712000
blockOfFlats,56.0,3.0,2.0,3.0,2013.0,52.2438169,20.912364,6.35,10.0,0.551,0.393,0.634,0.427,0.291,1.916,0.224,condominium,yes,yes,yes,no,yes,950000
apartmentBuilding,37.2,2.0,2.0,10.0,2017.0,52.231297,20.9689736,2.36,31.0,0.243,0.4,0.331,0.357,0.148,1.69,0.239,condominium,yes,yes,yes,yes,yes,950000
tenement,48.5,2.0,1.0,5.0,1958.0,52.19975,21.00154,3.56,19.0,0.331,0.35,0.685,0.172,0.068,0.66,0.186,condominium,no,no,yes,no,yes,770000
tenement,38.0,2.0,1.0,4.0,1902.0,52.2203968,20.9808537,1.99,37.0,0.233,0.271,0.233,0.323,0.067,0.99,0.187,condominium,no,no,yes,no,no,799999
blockOfFlats,34.7,2.0,9.0,12.0,1975.0,52.27215,20.93308,6.58,29.0,0.241,0.462,0.399,0.105,0.121,0.723,0.114,condominium,no,no,yes,no,yes,549000
apartmentBuilding,56.04,2.0,2.0,2.0,2009.0,52.28751,21.07795,8.01,13.0,0.357,1.745,0.274,0.214,0.059,0.364,0.227,condominium,no,yes,no,yes,no,790000
blockOfFlats,43.5,3.0,1.0,4.0,1959.0,52.2433,21.0054,1.29,37.0,0.167,0.427,0.106,0.064,0.047,0.535,0.161,condominium,yes,yes,yes,no,yes,945000
blockOfFlats,48.0,2.0,3.0,7.0,1961.0,52.2276,21.018,1.08,104.0,0.133,0.458,0.274,0.151,0.036,0.463,0.23,condominium,no,yes,yes,yes,yes,899000
apartmentBuilding,97.0,3.0,3.0,8.0,2002.0,52.2510505,20.9856033,2.47,63.0,0.115,0.277,0.233,0.172,0.15,0.131,0.054,condominium,yes,yes,yes,no,no,2900000
blockOfFlats,47.38,2.0,3.0,4.0,1979.0,52.1608,21.037,8.21,16.0,0.272,0.186,0.136,0.243,0.242,1.589,0.285,cooperative,yes,yes,no,no,yes,830000
tenement,46.0,2.0,2.0,2.0,1964.0,52.2131892,20.91325695,6.49,6.0,0.491,1.159,0.797,0.304,0.208,2.591,0.422,condominium,yes,yes,no,no,yes,670000
blockOfFlats,66.7,3.0,1.0,4.0,1992.0,52.2282,20.9717,2.2,17.0,0.093,0.52,0.722,0.219,0.178,1.526,0.006,cooperative,yes,yes,no,yes,yes,1190000
tenement,48.0,2.0,1.0,4.0,1956.0,52.236539,21.0090713,0.65,45.0,0.195,0.662,0.171,0.171,0.057,0.19,0.063,condominium,no,no,yes,no,no,1150000
apartmentBuilding,56.0,2.0,5.0,8.0,2008.0,52.24329,20.91245,6.34,10.0,0.512,0.336,0.576,0.47,0.235,1.918,0.165,condominium,no,yes,yes,yes,no,1140000
blockOfFlats,69.31,3.0,3.0,3.0,2010.0,52.26904195,20.96206487,5.02,15.0,0.219,0.81,0.677,0.149,0.375,0.256,0.261,condominium,no,yes,no,no,no,1465000
blockOfFlats,71.0,3.0,3.0,3.0,1995.0,52.1312777,21.065737,11.95,45.0,0.124,0.151,0.392,0.073,0.071,0.951,0.096,condominium,no,yes,no,no,yes,1380000
blockOfFlats,78.0,3.0,7.0,11.0,2009.0,52.2391,20.9076,6.59,20.0,0.444,0.407,0.451,0.251,0.203,2.35,0.128,condominium,no,yes,yes,no,no,1250000
blockOfFlats,53.8,2.0,2.0,8.0,1953.0,52.25269,20.99867,2.36,33.0,0.341,0.095,0.232,0.294,0.035,0.497,0.003,condominium,no,no,yes,no,yes,950000
blockOfFlats,56.25,2.0,4.0,5.0,2000.0,52.19741,20.9087,7.5,5.0,0.352,2.477,0.578,0.291,0.518,4.031,0.336,condominium,no,yes,yes,yes,no,760000
blockOfFlats,59.2,3.0,6.0,10.0,1970.0,52.2921105,21.04796,7.36,30.0,0.247,0.382,0.531,0.151,0.179,1.959,0.065,condominium,no,yes,yes,no,yes,899000
apartmentBuilding,57.0,2.0,1.0,4.0,2010.0,52.3320834,20.9357682,12.08,15.0,0.559,1.034,0.358,0.051,0.381,2.341,0.061,condominium,yes,yes,no,yes,no,769500
blockOfFlats,92.85,3.0,3.0,4.0,2010.0,52.20583,20.93336,5.58,8.0,0.74,0.765,1.033,0.087,0.394,2.384,0.495,condominium,no,yes,yes,no,no,1390000
blockOfFlats,47.0,3.0,3.0,4.0,1963.0,52.2608375,20.9682483,4.03,34.0,0.24,0.101,0.303,0.097,0.238,0.548,0.387,condominium,no,yes,no,no,yes,850000
blockOfFlats,37.5,2.0,4.0,10.0,1969.0,52.225,21.0348,2.25,25.0,0.057,1.206,0.461,0.285,0.089,1.155,0.103,condominium,yes,yes,yes,no,no,730000
blockOfFlats,51.0,3.0,4.0,4.0,1960.0,52.23973,21.1164,7.74,11.0,0.522,0.664,0.397,0.279,0.27,0.471,0.364,condominium,no,yes,no,no,yes,680000
blockOfFlats,47.0,3.0,2.0,10.0,1969.0,52.29389,21.01906,6.99,11.0,0.083,0.801,0.216,0.213,0.43,2.804,0.216,condominium,no,yes,yes,no,yes,649000
blockOfFlats,36.0,2.0,5.0,10.0,1958.0,52.29693,20.94231,8.36,6.0,0.254,0.504,0.134,0.256,0.172,1.14,0.69,condominium,no,no,yes,no,yes,640000
apartmentBuilding,48.8,2.0,2.0,6.0,2009.0,52.22181,20.93183,5.01,15.0,0.267,0.218,0.56,0.293,0.008,1.011,0.278,condominium,no,yes,yes,yes,no,999000
tenement,25.5,1.0,1.0,6.0,1955.0,52.22816,20.99658,0.62,62.0,0.33,0.251,0.239,0.278,0.15,0.85,0.164,condominium,no,no,yes,yes,no,676000
blockOfFlats,61.74,3.0,5.0,12.0,1986.0,52.14552,21.06134,10.36,20.0,0.072,0.526,0.376,0.094,0.14,0.787,0.315,condominium,no,no,yes,no,yes,920000
tenement,38.0,2.0,3.0,5.0,1910.0,52.2551,21.0475,3.96,39.0,0.092,0.248,0.039,0.085,0.044,0.108,0.051,condominium,yes,no,yes,no,no,670000
blockOfFlats,67.79,4.0,1.0,3.0,1960.0,52.23585,20.94025,4.34,19.0,0.22,0.557,0.204,0.175,0.267,1.112,0.111,condominium,no,no,no,no,yes,980000
blockOfFlats,38.11,2.0,3.0,8.0,2018.0,52.22602,20.95643,3.27,12.0,0.213,0.235,0.568,0.072,0.047,0.738,0.045,condominium,no,yes,yes,no,no,1050000
blockOfFlats,41.7,2.0,1.0,10.0,1973.0,52.2733,20.93666,6.49,33.0,0.148,0.245,0.139,0.098,0.159,0.488,0.146,condominium,no,yes,yes,no,yes,712000
blockOfFlats,26.3,1.0,1.0,4.0,1965.0,52.2466668,20.9865335,2.03,39.0,0.181,0.508,0.21,0.122,0.107,0.463,0.213,condominium,no,no,no,no,yes,499000
blockOfFlats,56.8,3.0,5.0,10.0,1975.0,52.2,21.0232,3.77,34.0,0.245,0.323,0.422,0.191,0.027,1.028,0.077,cooperative,no,yes,yes,yes,yes,820000
blockOfFlats,57.4,3.0,7.0,10.0,1968.0,52.2926,20.93942,8.06,21.0,0.284,0.023,0.4,0.115,0.254,1.403,0.181,condominium,no,yes,yes,no,yes,890000
blockOfFlats,55.0,3.0,1.0,7.0,2020.0,52.22489,20.9551,3.39,19.0,0.366,0.294,0.458,0.096,0.099,0.664,0.2,condominium,no,yes,yes,yes,no,1499999
apartmentBuilding,57.0,3.0,4.0,4.0,2010.0,52.243397,21.1136761,7.61,9.0,0.076,0.234,0.723,0.17,0.619,0.422,0.68,condominium,no,yes,yes,no,no,929000
blockOfFlats,53.14,3.0,1.0,5.0,2018.0,52.23338,20.95718,3.16,16.0,0.324,0.255,0.629,0.235,0.235,1.121,0.259,condominium,yes,yes,yes,yes,yes,1349000
blockOfFlats,31.0,2.0,1.0,10.0,1976.0,52.1763,21.06051,7.28,10.0,0.359,0.608,0.054,0.096,0.06,2.926,0.139,condominium,no,yes,yes,no,yes,558000
blockOfFlats,43.5,2.0,5.0,15.0,1978.0,52.27677,20.92464,7.35,14.0,0.429,0.862,0.189,0.245,0.191,1.015,0.139,condominium,yes,yes,no,no,no,675000
tenement,114.0,4.0,1.0,6.0,1931.0,52.2351366,21.0351535,2.18,26.0,0.354,0.364,0.334,0.424,0.138,0.826,0.097,cooperative,no,no,yes,no,no,2800000
tenement,57.0,3.0,2.0,3.0,1949.0,52.2432573,20.9933697,1.46,56.0,0.239,0.271,0.439,0.09,0.094,0.17,0.056,condominium,no,yes,no,no,no,940000
blockOfFlats,71.55,3.0,10.0,22.0,2009.0,52.2333914,20.98744027,1.11,65.0,0.137,0.228,0.33,0.185,0.005,1.057,0.096,condominium,no,no,yes,no,no,1752975
blockOfFlats,36.5,2.0,3.0,10.0,1971.0,52.20338,20.96801,3.97,19.0,0.209,0.717,0.523,0.411,0.179,1.275,0.096,condominium,no,no,yes,no,no,550000
blockOfFlats,36.5,2.0,4.0,10.0,1971.0,52.20361,20.96826,3.94,22.0,0.181,0.718,0.494,0.385,0.21,1.25,0.12,condominium,no,no,yes,no,yes,589000
blockOfFlats,46.0,2.0,10.0,12.0,1994.0,52.22629725,21.09404233,6.19,22.0,0.282,0.091,0.388,0.071,0.094,1.602,0.131,cooperative,no,yes,yes,no,yes,920000
blockOfFlats,82.0,3.0,5.0,7.0,2017.0,52.1761907,20.9991116,6.18,33.0,0.315,0.174,0.697,0.666,0.076,1.805,0.219,condominium,yes,yes,yes,no,no,1550000
blockOfFlats,30.0,2.0,5.0,10.0,1970.0,52.29085,21.0372,6.96,16.0,0.513,0.408,0.421,0.418,0.272,2.359,0.262,condominium,no,yes,yes,no,yes,550000
tenement,63.81,3.0,4.0,5.0,1950.0,52.20086,21.002,3.43,21.0,0.428,0.351,0.641,0.196,0.191,0.547,0.166,condominium,no,yes,yes,yes,no,1280000
blockOfFlats,49.0,2.0,4.0,4.0,1986.0,52.15837,21.05155,8.79,12.0,0.239,0.366,0.331,0.167,0.226,0.892,0.358,condominium,no,yes,no,no,yes,789000
blockOfFlats,72.9,3.0,3.0,4.0,1979.0,52.15042,21.04104,9.39,22.0,0.054,0.373,0.404,0.145,0.227,0.565,0.118,condominium,no,yes,no,no,yes,1170000
blockOfFlats,29.6,1.0,2.0,11.0,2005.0,52.181,21.02859,5.89,15.0,0.344,0.18,0.573,0.602,0.083,2.125,0.164,condominium,no,yes,yes,no,no,710000
